,0,1,2,3,4,5,6,7,8,9,10
570,root vegetables,other vegetables,frozen vegetables,,,,,,,,
571,whole milk,sausage,pet care,yogurt,,,,,,,
572,whole milk,house keeping products,,,,,,,,,
573,frankfurter,brandy,,,,,,,,,
574,berries,other vegetables,,,,,,,,,
575,beef,curd,frozen meals,,,,,,,,
576,tropical fruit,UHT-milk,napkins,whole milk,,,,,,,
577,whole milk,bottled water,,,,,,,,,
578,yogurt,citrus fruit,,,,,,,,,
579,whole milk,cream cheese ,,,,,,,,,
580,rolls/buns,other vegetables,butter,root vegetables,rolls/buns,,,,,,
581,citrus fruit,light bulbs,,,,,,,,,
582,frozen vegetables,domestic eggs,,,,,,,,,
583,citrus fruit,soda,,,,,,,,,
584,yogurt,whole milk,,,,,,,,,
585,whole milk,root vegetables,,,,,,,,,
586,shopping bags,frozen meals,,,,,,,,,
587,butter,chewing gum,,,,,,,,,
588,domestic eggs,beef,coffee,bottled beer,,,,,,,
589,pip fruit,tropical fruit,mustard,,,,,,,,
590,beef,newspapers,bottled beer,,,,,,,,
591,other vegetables,yogurt,whole milk,spread cheese,,,,,,,
592,white bread,yogurt,,,,,,,,,
593,canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
594,misc. beverages,coffee,,,,,,,,,
595,red/blush wine,salty snack,,,,,,,,,
596,canned beer,citrus fruit,,,,,,,,,
597,white bread,frozen vegetables,,,,,,,,,
598,sausage,bottled water,,,,,,,,,
599,whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
600,other vegetables,sliced cheese,,,,,,,,,
601,whole milk,root vegetables,canned vegetables,,,,,,,,
602,beef,house keeping products,,,,,,,,,
603,frozen vegetables,whole milk,,,,,,,,,
604,pork,packaged fruit/vegetables,chocolate,,,,,,,,
605,curd,spices,,,,,,,,,
606,root vegetables,brown bread,,,,,,,,,
607,bottled water,tropical fruit,,,,,,,,,
608,rolls/buns,other vegetables,,,,,,,,,
609,coffee,domestic eggs,,,,,,,,,
610,sweet spreads,herbs,long life bakery product,,,,,,,,
611,frankfurter,frozen vegetables,,,,,,,,,
612,bottled beer,whole milk,UHT-milk,chocolate,,,,,,,
613,soda,detergent,,,,,,,,,
614,other vegetables,rolls/buns,,,,,,,,,
615,waffles,whole milk,other vegetables,white bread,,,,,,,
616,soda,margarine,,,,,,,,,
617,liquor,bottled water,,,,,,,,,
618,napkins,napkins,,,,,,,,,
619,napkins,cleaner,,,,,,,,,
620,finished products,newspapers,whipped/sour cream,,,,,,,,
621,cake bar,bottled beer,,,,,,,,,
622,chocolate,shopping bags,,,,,,,,,
623,whole milk,canned beer,,,,,,,,,
624,pip fruit,whipped/sour cream,,,,,,,,,
625,chicken,pip fruit,,,,,,,,,
626,whole milk,sparkling wine,,,,,,,,,
627,citrus fruit,whipped/sour cream,,,,,,,,,
628,whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water,,,
629,soda,whipped/sour cream,,,,,,,,,
630,other vegetables,soda,,,,,,,,,
631,brown bread,pasta,,,,,,,,,
632,specialty chocolate,beverages,,,,,,,,,
633,bottled water,onions,,,,,,,,,
634,rolls/buns,margarine,,,,,,,,,
635,specialty bar,newspapers,,,,,,,,,
636,bottled beer,fruit/vegetable juice,rolls/buns,,,,,,,,
637,hard cheese,rolls/buns,,,,,,,,,
638,citrus fruit,syrup,,,,,,,,,
639,baking powder,pickled vegetables,,,,,,,,,
640,root vegetables,cling film/bags,,,,,,,,,
641,pip fruit,whipped/sour cream,,,,,,,,,
642,rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
643,hamburger meat,other vegetables,,,,,,,,,
644,citrus fruit,brown bread,specialty chocolate,,,,,,,,
645,pasta,oil,,,,,,,,,
646,bottled water,yogurt,beef,berries,chocolate,butter,,,,,
647,whole milk,citrus fruit,shopping bags,white wine,soda,yogurt,,,,,
648,hard cheese,sugar,bottled water,,,,,,,,
649,soda,whole milk,,,,,,,,,
650,tropical fruit,other vegetables,,,,,,,,,
651,frozen potato products,domestic eggs,curd cheese,,,,,,,,
652,whole milk,tropical fruit,,,,,,,,,
653,pastry,other vegetables,,,,,,,,,
654,rolls/buns,canned beer,brown bread,dessert,,,,,,,
655,tropical fruit,shopping bags,,,,,,,,,
656,oil,coffee,,,,,,,,,
657,other vegetables,ice cream,pork,salt,,,,,,,
658,bottled water,chocolate,jam,,,,,,,,
659,cereals,soda,,,,,,,,,
660,chicken,frozen meals,napkins,,,,,,,,
661,frozen potato products,whole milk,,,,,,,,,
662,citrus fruit,white bread,,,,,,,,,
663,bottled beer,oil,whole milk,dishes,,,,,,,
664,white bread,mayonnaise,,,,,,,,,
665,sausage,root vegetables,,,,,,,,,
666,butter,mustard,,,,,,,,,
667,rolls/buns,red/blush wine,,,,,,,,,
668,candy,baking powder,canned fish,,,,,,,,
669,ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
670,beef,butter milk,,,,,,,,,
671,hamburger meat,pip fruit,,,,,,,,,
672,sausage,domestic eggs,,,,,,,,,
673,root vegetables,ham,butter,brown bread,pastry,spread cheese,,,,,
674,sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
675,beef,whole milk,newspapers,,,,,,,,
676,root vegetables,sweet spreads,,,,,,,,,
677,beef,whole milk,frozen meals,,,,,,,,
678,frankfurter,canned beer,,,,,,,,,
679,ice cream,chewing gum,,,,,,,,,
680,pip fruit,specialty bar,chocolate,,,,,,,,
681,white bread,domestic eggs,,,,,,,,,
682,soda,detergent,,,,,,,,,
683,soda,butter,,,,,,,,,
684,other vegetables,whole milk,canned fruit,,,,,,,,
685,soda,soda,,,,,,,,,
686,citrus fruit,domestic eggs,,,,,,,,,
687,other vegetables,onions,shopping bags,,,,,,,,
688,butter milk,cleaner,bottled water,,,,,,,,
689,other vegetables,bottled beer,,,,,,,,,
690,whole milk,rolls/buns,soda,,,,,,,,
691,tropical fruit,dessert,,,,,,,,,
692,bottled beer,sliced cheese,,,,,,,,,
693,hamburger meat,bottled beer,,,,,,,,,
694,pip fruit,rolls/buns,soda,,,,,,,,
695,bottled water,soda,,,,,,,,,
696,whipped/sour cream,specialty chocolate,,,,,,,,,
697,canned beer,root vegetables,,,,,,,,,
698,other vegetables,meat spreads,,,,,,,,,
699,sparkling wine,waffles,,,,,,,,,
700,root vegetables,root vegetables,,,,,,,,,
701,berries,white bread,,,,,,,,,
702,hamburger meat,citrus fruit,specialty chocolate,other vegetables,,,,,,,
703,brown bread,pastry,,,,,,,,,
704,butter,seasonal products,fruit/vegetable juice,,,,,,,,
705,soda,shopping bags,,,,,,,,,
706,citrus fruit,root vegetables,,,,,,,,,
707,whole milk,bottled water,honey,,,,,,,,
708,pip fruit,napkins,,,,,,,,,
709,butter,coffee,soda,pastry,,,,,,,
710,butter,shopping bags,,,,,,,,,
711,finished products,liquor,,,,,,,,,
712,whole milk,soft cheese,,,,,,,,,
713,pip fruit,shopping bags,,,,,,,,,
714,domestic eggs,newspapers,,,,,,,,,
715,mayonnaise,candy,rolls/buns,bottled beer,,,,,,,
716,whole milk,brown bread,,,,,,,,,
717,pip fruit,waffles,,,,,,,,,
718,beef,whipped/sour cream,,,,,,,,,
719,sausage,chocolate,,,,,,,,,
720,citrus fruit,yogurt,,,,,,,,,
721,root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
722,citrus fruit,napkins,,,,,,,,,
723,frozen fish,specialty chocolate,,,,,,,,,
724,other vegetables,specialty chocolate,newspapers,,,,,,,,
725,grapes,rolls/buns,,,,,,,,,
726,beverages,sausage,,,,,,,,,
727,sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
728,rolls/buns,whole milk,white bread,popcorn,,,,,,,
729,brown bread,detergent,,,,,,,,,
730,citrus fruit,root vegetables,,,,,,,,,
731,candy,dessert,rolls/buns,canned fish,,,,,,,
732,candles,whole milk,,,,,,,,,
733,misc. beverages,coffee,,,,,,,,,
734,coffee,oil,,,,,,,,,
735,yogurt,roll products ,,,,,,,,,
736,yogurt,rolls/buns,,,,,,,,,
737,soda,curd cheese,root vegetables,semi-finished bread,,,,,,,
738,soda,beverages,,,,,,,,,
739,root vegetables,yogurt,,,,,,,,,
740,whole milk,waffles,,,,,,,,,
741,rolls/buns,pastry,,,,,,,,,
742,softener,chocolate,,,,,,,,,
743,sliced cheese,pip fruit,,,,,,,,,
744,grapes,chicken,bottled beer,root vegetables,,,,,,,
745,whole milk,oil,,,,,,,,,
746,white bread,bottled water,ready soups,curd,,,,,,,
747,yogurt,whole milk,yogurt,chewing gum,,,,,,,
748,tropical fruit,hygiene articles,candles,,,,,,,,
749,sausage,cat food,,,,,,,,,
750,pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener,,
751,ham,pickled vegetables,shopping bags,,,,,,,,
752,whole milk,yogurt,semi-finished bread,,,,,,,,
753,frankfurter,whole milk,,,,,,,,,
754,soft cheese,bottled water,,,,,,,,,
755,pork,beef,yogurt,,,,,,,,
756,rolls/buns,frozen meals,,,,,,,,,
757,shopping bags,misc. beverages,,,,,,,,,
758,tropical fruit,butter milk,,,,,,,,,
759,sausage,dessert,,,,,,,,,
760,yogurt,shopping bags,,,,,,,,,
761,ham,brown bread,,,,,,,,,
762,fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
763,butter,margarine,,,,,,,,,
764,finished products,domestic eggs,,,,,,,,,
765,specialty bar,whole milk,,,,,,,,,
766,UHT-milk,other vegetables,,,,,,,,,
767,rolls/buns,tropical fruit,salty snack,specialty bar,,,,,,,
768,frankfurter,butter,specialty bar,yogurt,,,,,,,
769,tropical fruit,salt,,,,,,,,,
770,beef,domestic eggs,,,,,,,,,
771,tropical fruit,cat food,,,,,,,,,
772,root vegetables,other vegetables,,,,,,,,,
773,chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
774,domestic eggs,fruit/vegetable juice,,,,,,,,,
775,citrus fruit,bottled beer,,,,,,,,,
776,syrup,waffles,,,,,,,,,
777,meat,chicken,yogurt,pip fruit,,,,,,,
778,sauces,yogurt,,,,,,,,,
779,grapes,root vegetables,shopping bags,,,,,,,,
780,pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
781,citrus fruit,long life bakery product,,,,,,,,,
782,turkey,onions,,,,,,,,,
783,canned beer,brown bread,,,,,,,,,
784,whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
785,citrus fruit,grapes,bottled water,,,,,,,,
786,whole milk,sugar,,,,,,,,,
787,whole milk,dog food,pastry,,,,,,,,
788,meat,cling film/bags,curd,,,,,,,,
789,pork,frozen meals,,,,,,,,,
790,citrus fruit,citrus fruit,,,,,,,,,
791,whole milk,sausage,yogurt,whole milk,butter,,,,,,
792,other vegetables,fruit/vegetable juice,,,,,,,,,
793,tropical fruit,rolls/buns,frozen fish,,,,,,,,
794,tropical fruit,meat,whole milk,candles,,,,,,,
795,canned beer,brown bread,,,,,,,,,
796,red/blush wine,instant coffee,,,,,,,,,
797,sausage,pasta,,,,,,,,,
798,canned beer,margarine,chocolate,,,,,,,,
799,pastry,waffles,,,,,,,,,
800,rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care,,,
801,frankfurter,ice cream,,,,,,,,,
802,sugar,bottled water,,,,,,,,,
803,canned beer,coffee,,,,,,,,,
804,condensed milk,onions,,,,,,,,,
805,citrus fruit,butter,UHT-milk,,,,,,,,
806,packaged fruit/vegetables,flour,,,,,,,,,
807,citrus fruit,semi-finished bread,yogurt,,,,,,,,
808,ham,rum,,,,,,,,,
809,UHT-milk,cooking chocolate,,,,,,,,,
810,sausage,specialty chocolate,,,,,,,,,
811,pastry,rolls/buns,,,,,,,,,
812,whole milk,curd,,,,,,,,,
813,white bread,jam,,,,,,,,,
814,butter milk,soda,seasonal products,,,,,,,,
815,shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
816,dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
817,photo/film,brown bread,,,,,,,,,
818,hard cheese,pastry,,,,,,,,,
819,beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
820,yogurt,whipped/sour cream,,,,,,,,,
821,photo/film,beverages,bottled beer,,,,,,,,
822,beef,white bread,frozen potato products,,,,,,,,
823,mustard,brown bread,,,,,,,,,
824,ham,whipped/sour cream,newspapers,,,,,,,,
825,canned beer,sliced cheese,,,,,,,,,
826,soda,canned beer,,,,,,,,,
827,soda,butter milk,soda,,,,,,,,
828,ham,domestic eggs,,,,,,,,,
829,whole milk,other vegetables,,,,,,,,,
830,frankfurter,pastry,misc. beverages,,,,,,,,
831,yogurt,margarine,,,,,,,,,
832,hard cheese,soda,,,,,,,,,
833,ice cream,onions,,,,,,,,,
834,white wine,photo/film,whipped/sour cream,,,,,,,,
835,grapes,detergent,,,,,,,,,
836,sausage,root vegetables,,,,,,,,,
837,pork,sliced cheese,flour,,,,,,,,
838,pasta,canned beer,,,,,,,,,
839,butter,grapes,bottled water,,,,,,,,
840,rolls/buns,bottled beer,,,,,,,,,
841,UHT-milk,curd,,,,,,,,,
842,other vegetables,rolls/buns,,,,,,,,,
843,whipped/sour cream,shopping bags,,,,,,,,,
844,rolls/buns,whipped/sour cream,waffles,rolls/buns,margarine,soda,salty snack,soda,canned beer,,
845,chicken,whole milk,,,,,,,,,
846,butter milk,other vegetables,,,,,,,,,
847,root vegetables,margarine,bottled water,,,,,,,,
848,yogurt,shopping bags,coffee,,,,,,,,
849,curd,pastry,,,,,,,,,
850,salty snack,root vegetables,,,,,,,,,
851,bottled water,soda,,,,,,,,,
852,condensed milk,other vegetables,,,,,,,,,
853,dog food,processed cheese,,,,,,,,,
854,butter,roll products ,,,,,,,,,
855,canned beer,bottled beer,,,,,,,,,
856,other vegetables,curd,abrasive cleaner,,,,,,,,
857,sausage,sausage,bottled beer,spread cheese,,,,,,,
858,shopping bags,waffles,,,,,,,,,
859,newspapers,pip fruit,dishes,,,,,,,,
860,whole milk,cling film/bags,,,,,,,,,
861,butter milk,hard cheese,,,,,,,,,
862,cleaner,misc. beverages,,,,,,,,,
863,pork,other vegetables,cream cheese ,,,,,,,,
864,beverages,sugar,,,,,,,,,
865,citrus fruit,other vegetables,,,,,,,,,
866,rolls/buns,hard cheese,,,,,,,,,
867,ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
868,frankfurter,margarine,,,,,,,,,
869,roll products ,waffles,,,,,,,,,
870,meat,soda,,,,,,,,,
871,condensed milk,whole milk,,,,,,,,,
872,whipped/sour cream,yogurt,,,,,,,,,
873,sausage,processed cheese,,,,,,,,,
874,finished products,yogurt,bottled beer,bottled water,,,,,,,
875,brown bread,tropical fruit,,,,,,,,,
876,onions,hard cheese,,,,,,,,,
877,soda,shopping bags,,,,,,,,,
878,frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
879,oil,margarine,,,,,,,,,
880,specialty chocolate,pasta,soda,long life bakery product,,,,,,,
881,whole milk,specialty cheese,,,,,,,,,
882,meat,other vegetables,pasta,,,,,,,,
883,butter,chocolate,,,,,,,,,
884,citrus fruit,other vegetables,,,,,,,,,
885,sausage,dog food,bottled beer,bottled water,,,,,,,
886,sausage,frozen meals,,,,,,,,,
887,beverages,beverages,sugar,pasta,domestic eggs,,,,,,
888,shopping bags,tropical fruit,,,,,,,,,
889,soda,cling film/bags,,,,,,,,,
890,UHT-milk,soft cheese,,,,,,,,,
891,candy,soda,,,,,,,,,
892,rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
893,coffee,white bread,,,,,,,,,
894,onions,soft cheese,,,,,,,,,
895,dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
896,turkey,shopping bags,,,,,,,,,
897,soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
898,tropical fruit,rolls/buns,,,,,,,,,
899,grapes,other vegetables,,,,,,,,,
900,yogurt,canned beer,,,,,,,,,
901,whipped/sour cream,yogurt,,,,,,,,,
902,tropical fruit,berries,,,,,,,,,
903,other vegetables,UHT-milk,,,,,,,,,
904,frozen vegetables,other vegetables,,,,,,,,,
905,butter,candy,,,,,,,,,
906,chicken,butter,,,,,,,,,
907,margarine,margarine,,,,,,,,,
908,dessert,packaged fruit/vegetables,,,,,,,,,
909,citrus fruit,skin care,,,,,,,,,
910,tropical fruit,pip fruit,,,,,,,,,
911,root vegetables,frozen vegetables,,,,,,,,,
912,beef,curd,,,,,,,,,
913,frankfurter,whole milk,,,,,,,,,
914,citrus fruit,coffee,,,,,,,,,
915,soda,frozen meals,bottled beer,,,,,,,,
916,other vegetables,chewing gum,,,,,,,,,
917,canned beer,dessert,fruit/vegetable juice,,,,,,,,
918,grapes,other vegetables,,,,,,,,,
919,pork,turkey,pot plants,whole milk,soda,dishes,,,,,
920,chicken,pastry,,,,,,,,,
921,pastry,liqueur,,,,,,,,,
922,sausage,processed cheese,baking powder,specialty cheese,,,,,,,
923,ham,napkins,,,,,,,,,
924,white wine,specialty bar,specialty chocolate,,,,,,,,
925,soda,red/blush wine,,,,,,,,,
926,tea,coffee,,,,,,,,,
927,berries,domestic eggs,,,,,,,,,
928,sugar,other vegetables,,,,,,,,,
929,sausage,coffee,,,,,,,,,
930,UHT-milk,herbs,butter,oil,,,,,,,
931,frozen dessert,cream cheese ,,,,,,,,,
932,rolls/buns,yogurt,,,,,,,,,
933,yogurt,coffee,,,,,,,,,
934,rolls/buns,fruit/vegetable juice,frozen vegetables,whipped/sour cream,,,,,,,
935,whole milk,shopping bags,,,,,,,,,
936,fruit/vegetable juice,berries,,,,,,,,,
937,hamburger meat,coffee,,,,,,,,,
938,ice cream,whole milk,,,,,,,,,
939,sausage,grapes,sliced cheese,napkins,,,,,,,
940,pork,root vegetables,,,,,,,,,
941,pip fruit,shopping bags,,,,,,,,,
942,sausage,curd,,,,,,,,,
943,whole milk,domestic eggs,canned vegetables,flower (seeds),,,,,,,
944,rolls/buns,hard cheese,rolls/buns,flour,,,,,,,
945,whole milk,onions,pickled vegetables,,,,,,,,
946,organic sausage,frozen meals,sugar,,,,,,,,
947,frozen meals,bottled beer,,,,,,,,,
948,citrus fruit,other vegetables,,,,,,,,,
949,tropical fruit,white bread,butter,,,,,,,,
950,tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
951,sausage,other vegetables,tropical fruit,mayonnaise,,,,,,,
952,bottled water,pastry,,,,,,,,,
953,sugar,curd,,,,,,,,,
954,specialty bar,tropical fruit,,,,,,,,,
955,other vegetables,whole milk,soda,,,,,,,,
956,UHT-milk,canned fish,root vegetables,waffles,,,,,,,
957,hamburger meat,other vegetables,domestic eggs,,,,,,,,
958,pork,brown bread,,,,,,,,,
959,pork,yogurt,,,,,,,,,
960,cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
961,shopping bags,tropical fruit,red/blush wine,,,,,,,,
962,other vegetables,sliced cheese,,,,,,,,,
963,butter,whole milk,,,,,,,,,
964,other vegetables,margarine,brown bread,,,,,,,,
965,whole milk,misc. beverages,,,,,,,,,
966,white wine,sauces,,,,,,,,,
967,oil,canned fish,,,,,,,,,
968,rolls/buns,seasonal products,,,,,,,,,
969,tropical fruit,root vegetables,,,,,,,,,
970,red/blush wine,frozen meals,canned fruit,,,,,,,,
971,other vegetables,whole milk,softener,,,,,,,,
972,other vegetables,liquor,whole milk,butter milk,,,,,,,
973,cake bar,flower soil/fertilizer,,,,,,,,,
974,citrus fruit,cereals,,,,,,,,,
975,pork,napkins,,,,,,,,,
976,specialty bar,cleaner,,,,,,,,,
977,pork,pastry,,,,,,,,,
978,artif. sweetener,whole milk,,,,,,,,,
979,tidbits,cream cheese ,,,,,,,,,
980,dessert,rolls/buns,,,,,,,,,
981,coffee,other vegetables,specialty cheese,,,,,,,,
982,frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
983,rolls/buns,dental care,,,,,,,,,
984,ice cream,butter,,,,,,,,,
985,citrus fruit,pastry,,,,,,,,,
986,sausage,onions,mustard,,,,,,,,
987,curd,hygiene articles,,,,,,,,,
988,root vegetables,butter,dessert,,,,,,,,
989,other vegetables,whole milk,,,,,,,,,
990,white bread,specialty chocolate,,,,,,,,,
991,salt,citrus fruit,,,,,,,,,
992,dessert,house keeping products,,,,,,,,,
993,hard cheese,yogurt,,,,,,,,,
994,sausage,whole milk,rolls/buns,bottled beer,,,,,,,
995,whole milk,cream cheese ,semi-finished bread,,,,,,,,
996,condensed milk,hard cheese,,,,,,,,,
997,butter,brown bread,,,,,,,,,
998,sausage,rolls/buns,,,,,,,,,
999,frankfurter,shopping bags,,,,,,,,,
1000,photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
1001,whipped/sour cream,other vegetables,,,,,,,,,
1002,root vegetables,newspapers,,,,,,,,,
1003,citrus fruit,hamburger meat,photo/film,,,,,,,,
1004,meat,root vegetables,,,,,,,,,
1005,other vegetables,cookware,canned beer,canned beer,frozen vegetables,butter,ice cream,bottled water,,,
1006,oil,butter,,,,,,,,,
1007,pastry,sliced cheese,,,,,,,,,
1008,chicken,soda,,,,,,,,,
1009,tropical fruit,yogurt,sausage,rolls/buns,,,,,,,
1010,root vegetables,ham,,,,,,,,,
1011,beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
1012,finished products,rolls/buns,,,,,,,,,
1013,butter milk,spices,,,,,,,,,
1014,spices,ice cream,,,,,,,,,
1015,UHT-milk,fish,,,,,,,,,
1016,rolls/buns,hamburger meat,,,,,,,,,
1017,finished products,rolls/buns,oil,frozen vegetables,,,,,,,
1018,tropical fruit,coffee,newspapers,,,,,,,,
1019,other vegetables,shopping bags,,,,,,,,,
1020,white bread,shopping bags,,,,,,,,,
1021,soda,bottled water,,,,,,,,,
1022,other vegetables,snack products,,,,,,,,,
1023,misc. beverages,yogurt,,,,,,,,,
1024,pork,bottled water,,,,,,,,,
1025,butter,bottled water,,,,,,,,,
1026,whole milk,onions,cream cheese ,,,,,,,,
1027,bottled water,newspapers,specialty bar,bottled water,,,,,,,
1028,napkins,whipped/sour cream,,,,,,,,,
1029,root vegetables,chicken,,,,,,,,,
1030,UHT-milk,frozen vegetables,,,,,,,,,
1031,salty snack,soups,,,,,,,,,
1032,margarine,rolls/buns,,,,,,,,,
1033,tropical fruit,chocolate marshmallow,napkins,bottled water,,,,,,,
1034,citrus fruit,ice cream,butter,shopping bags,,,,,,,
1035,butter,rolls/buns,,,,,,,,,
1036,pastry,soda,,,,,,,,,
1037,yogurt,hygiene articles,,,,,,,,,
1038,long life bakery product,root vegetables,,,,,,,,,
1039,pork,domestic eggs,pickled vegetables,,,,,,,,
1040,bottled beer,hygiene articles,,,,,,,,,
1041,root vegetables,chewing gum,,,,,,,,,
1042,herbs,dessert,yogurt,,,,,,,,
1043,meat,coffee,,,,,,,,,
1044,whole milk,soda,,,,,,,,,
1045,canned fruit,whipped/sour cream,,,,,,,,,
1046,chicken,other vegetables,frozen meals,,,,,,,,
1047,soft cheese,flower (seeds),,,,,,,,,
1048,frankfurter,pip fruit,,,,,,,,,
1049,whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
1050,whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
1051,citrus fruit,whole milk,rolls/buns,,,,,,,,
1052,rolls/buns,napkins,,,,,,,,,
1053,root vegetables,spread cheese,,,,,,,,,
1054,herbs,yogurt,prosecco,,,,,,,,
1055,other vegetables,salty snack,brown bread,canned beer,,,,,,,
1056,rice,margarine,,,,,,,,,
1057,other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
1058,sausage,whipped/sour cream,,,,,,,,,
1059,onions,sugar,mustard,rolls/buns,,,,,,,
1060,tropical fruit,citrus fruit,domestic eggs,rolls/buns,,,,,,,
